discount,discount_rate,name,original_price,price,rating_average,review_count,quantity_sold 
0,0,ÁO THUN NAM DÀI TAY CAO CẤP CO GIÃN TỐT,149000,149000,4.5,16,37
0,0,Áo thun nam unisex  phông rộng họa tiết siêu hot (UX-2004),39000,39000,4.5,5,17
0,0,"Quần Short Đũi Nam Mantinovn, Quần Ngố Nam Chất Đũi Mặc Quần Đùi Nam Chất Thoáng Mát Dáng Trẻ Trung",156000,156000,3.4,7,17
0,0,"Combo 4 quần đùi nam mặc ngủ King168, Chất đũi chính phẩm mặc mát mẫu TOP2",0,250000,3.7,3,
0,0,{SIÊU PHẨM MÙA ĐÔNG} ÁO KHOÁC NAM/ÁO KHOÁC PHAO NAM TRẦN BÔNG 3 LỚP SIÊU ẤM ÁP MÙA ĐÔNG CÓ SIZE 3XL THỜI TRANG MỚI KINGS,150000,150000,3.5,6,20
0,0,"Áo One Piece Zoro ATT-02, Áo thun Anime Manga One Piece Ronoa Zoro Unisex Nam Nữ",45000,45000,4.5,10,27
0,0,"ÁO KHOÁC DÙ BOMBER NAM NỮ,THIẾT KẾ HỌA TIẾT TRÊN ÁO SIÊU NGẦU,CHẤT LIỆU VÃI DÙ BỀN BỈ VÀ THOÁNG MÁT THỜI TRANG KING STOR",89000,89000,4.5,2,2
0,0,Áo Khoác Da Bomber Nam,590000,590000,0,0,3
30000,8,Combo 3 Chiếc Quần Lót Nam Boxer Cao Cấp Aristino ABX 16 15,360000,330000,4.7,38,171
0,0,"Áo Thun Nam_ Nữ  Phản Quang In hình LUFFY NGHIÊNG , áo chất, đi đêm, đi phượt bao ngầu, nhìn đã mắt",60000,60000,4.6,38,76
0,0,Áo thun nam unisex phông rộng họa tiết siêu hot (UX-05-42),49000,49000,4.7,15,31
0,0,Áo khoác bomber varsity jacket upset City Cycle - Áo khoác bóng chày unisex form rộng Local Brand,449000,449000,5,2,3
0,0,"Quần thun jogger logo in không bong tróc chất 2 da mềm mịn, quần jogger hoạt hình, QUẦN JOGGER QUẦN THỂ THAO QUẦN THỜI TRANG NAM NỮ",95000,95000,5,2,5
31000,9,Combo 3 Chiếc Quần Sịp Đùi Nam Thời Trang Aristino ABX 16 03,330000,299000,4.6,17,80
0,0,"áo phao gile siêu ấm,giữ nhiệt cực tốt,FULL SIZE 45-85KG ",289000,289000,5,2,22
0,0,"Áo thun nam tay dài King168 , áo phông nam dài tay cao cấp ATD17",0,100000,2.7,3,
69500,33,"Combo 3 Quần Lót Nam Chất Liệu Cotton Cao Cấp, Quần Sịp Nam Co Giãn Thoáng Mát, Thấm Hút Mồ Hôi Thương Hiệu BAW (Combo 3 quần màu ngẫu nhiên) NT555",208500,139000,5,10,17
40000,31,QUẦN SHORT KATE SPANDEX FEZZIO  100% COTTON CHÍNH HÃNG FZ-05 NEO,129000,89000,4.3,3,4
0,0,Áo Thun Nam Cổ Polo Phối Màu Viền VTC,125000,125000,3.5,4,18
0,0,Áo thun nam unisex phông rộng họa tiết siêu hot,139000,139000,4.5,6,7
0,0,"SET BỘ THU ĐÔNG DÀI 2021 , SIÊU CHẤT CHO CÁC BẠN TRẺ KEN BLOCK",135000,135000,4.5,2,2
61000,24,Áo thun thể thao nam cổ bẻ thun lạnh co giãn có size trên 80kg PigoFashion ATT01,250000,189000,5,11,42
0,0,"Đồ bộ nam ba lỗ GINE EBMIN chất vải cao cấp, Bộ Áo Thun Cotton Sát Nách Dáng Rộng Phong Cách Hip-hop Cho Nam, Set Đồ Bộ Thể Thao Unisex Nam Nữ Vải Thun Lạnh, ĐỒ BỘ NAM ÁO THUN BA LỖ QUẦN ĐÙI, NGUYÊN BỘ ĐỦ SẮC MÀU, CHẤT THUN LẠNH MÁT, BỘ QUẦN ÁO THỂ THAO 3 LỔ CHẤT COTON MỀM MỊN MẶC MÁT, BỘ QUẦN ÁO THỂ THAO SÁT NÁCH NAM NỮ CHẤT THUN LẠNH",95000,95000,4.1,10,33
0,0,Bộ 5 Chiếc Quần Đùi Nam Mắc Nhà Phối Sọc,68000,68000,3.6,72,778
0,0,Quần short lưng thun nam Novelty 1811710,149000,149000,5,2,8
180000,42,"Áo Sơ Mi Nam Ngắn Tay 5S (2 Màu), Họa Tiết Nhí, Chất Liệu Bamboo Thoáng Mát, Chống Nhăn, Kháng Khuẩn (SMC21013)",429000,249000,5,20,35
0,0,"Áo sơ mi nam trắng dài tay công sở cao cấp chất lụa Hamino form slimfit ôm dáng thời trang Hàn Quốc màu trắng đen hàng VNXK, áo sơ mi nam dài tay công sở Hàn quốc cao cấp đen trắng",99000,99000,0,0,7
0,0,Áo Khoác Nam Cho Mùa Lạnh,218000,218000,5,2,2
0,0,ÁO KHOÁC DÙ NAM NỮ BOMBER PHONG CÁCH BÓNG CHÀY THỜI TRANG,71000,71000,3.7,3,7
0,0,Quần short đũi nam phối màu phong cách Hàn Quốc sq502,129000,129000,4.3,68,411
0,0,Áo kaki nam nữ nhiều màu phong cách hàn quốc phù hợp với mọi lứa tuổi,99000,99000,4.5,8,17
71000,42,"Áo Sơ Mi Nam KOJIBA Dài Tay Công Sở, Kiểu Dáng Trẻ Trung, Hiện Đại (Nhiều Màu)",170000,99000,3.9,245,3398
0,0,"Áo Thun Phản Quang 7 màu  có khắc chữ ""MÙA C O V I D CÁCH XA 2 MÉT"" phông rộng họa tiết, trắng đen nhìn bao chất, thích hợp lên đồ đi bar, karaoke, và phượt",59000,59000,4.2,21,60
0,0,Quần Jean nam kiểu dáng Slim fit Chất Jean cao cấp xuất khẩu Màu Xám - Màu Xanh nhạt,0,550000,3.4,8,
0,0,Bộ Quần Áo Nam Áo Nỉ Quần Jogger Bo Gấu Phong Cách Thể Thao Thời Trang Zenkonu TOP NAM 1000123 + QUAN NAM 1000069,109000,109000,3,3,8
0,0,Áo Khoác KaKi Gió Dù Nam Hàn Quốc Trái Đất (unisex nam nữ đều mặc được),134000,134000,4,9,19
0,0,Quần lót nam cao cấp Lavic LV4113,50000,50000,5,2,38
35000,50,"Quần sịp nam boxer onesize chất thun cotton thấm hút mồ hôi, dễ dang vận động - FORMEN SHOP - FMQS016",70000,35000,5,3,7
0,0,Quần Jean Nam Đẹp️️ Quần Bò Nam Mẫu Mới Chất Liệu Denim Cao Cấp Thời Trang Chuẩn Hàng Shop Tô Tồ Shop - QJN65,169000,169000,5,1,2
0,0,"áo nam dài tay thu đông cổ tròn,4 màu nam tính,full size đến 85kg - Mã SP3",162000,162000,3.3,4,10
0,0,"Áo khoác dù nam nữ unisex kiểu sơmi form rộng, 2 lớp dày dặn (Lestreet) ",99000,99000,4.2,5,10
0,0,"Quần đùi nam đánh bay cái nóng mùa hè,đủ size 35kg-95kg T36",139000,139000,5,7,19
0,0,Áo thun nam có cổ ngắn tay hàng chuẩn chất vải 100% cotton mềm mịn mặc thoải mái mát mẻ,79000,79000,4.5,39,105
0,0,Áo Khoác Lông Cừu 3 Lớp Lọai 1 Hàng Tốt Nhất Cho Nam Nữ- Siêu Dày & Giữ Nhiệt,715000,715000,4.6,7,16
111000,37,Quần short kaki nam túi hộp thời trang cao cấp HAHAMAN KKTH0402,300000,189000,4.5,12,30
127000,47,Áo Khoác Nam Áo Khoác Dù Nam 2 Lớp Cao Cấp-AD27,270000,143000,4.5,229,1021
90000,36,Áo khoác dù dày nam 2 lớp chống nắng gió lạnh cao cấp ShopN6 - KAD46 (Nhiều Màu),249000,159000,4.2,85,309
0,0,Áo Thun Cộc Tay Nam cổ Tròn D4321T1555 GENVIET,258000,258000,5,2,4
0,0,Áo đũi nam cổ bẻ áo sơ mi nam cộc tay vải đũi cao cấp có túi hộp thoáng mát mặc mùa hè Micado,99000,99000,3.2,5,12
0,0,"Áo khoác da nam , áo da nam , áo khoác nam chất da có khóa kéo ngực",199000,199000,3.7,6,11
0,0,quần dài joger màu xanh,49000,49000,0,0,1
71000,42,"Quần Đùi Nam Guzado GSR01 Phong Cách Thể Thao Khỏe Khoắn, Chất Gió Mát, Co Giãn Tốt, Vận Động Thoải Mái ",170000,99000,4.7,23,82
0,0,hộp 4 chiếc quần lót đùi nam boxer 100% cotton co dãn siêu đẹp,88000,88000,2.7,10,35
0,0,Áo khoác da nam áo khoác nam có khoá kéo ngực hình thật,185000,185000,4.5,20,42
172000,46,Combo 02 Quần Lót Nam Jockey Trunk Thun Cotton Pima - JUMB0315,370000,198000,5,2,6
173000,51,Bộ Mặc Nhà Thể  Thao Nam Mùa Hè Thun Mỏng Cao Cấp ZERO - BTT19 XÁM - L,338000,165000,5,6,13
0,0,"Đồ Bộ nam thể thao in chữ TGTW, Đồ Bộ Nam, quần áo thể thao nam, đồ bộ thể thao mặc nhà nam, BỘ QUẦN ÁO THỂ THAO MẶC NHÀ, THỜI TRANG NAM NỮ, BỘ ĐỒ NAM / BỘ ĐỒ NỮ / BỘ QUẦN ÁO NAM /BỘ QUẦN ÁO THỂ THAO BỘ ĐỒ NAM NỮ",90000,90000,4.8,4,17
0,0,"Áo Hoodie Họa Tiết Con Bò Sữa Cặp Nam Nữ Chất Nỉ PE Cotton Cao Cấp, Áo khoác Hoodie Zip Nỉ Bông Bò Sữa unisex nam nữ đều mặc được Có Clip Cận Chất,  Áo hoodie nam / áo hooodie nữ /Áo Hoodie/ Áo Khoác Nỉ Bông Bò Sữa Form Rộng Unisex Nam Nữ HOT TREND 2021",95000,95000,3.5,2,5
0,0,Bộ quần áo thể thao nam,51000,51000,4.5,5,12
100000,30,"Áo Sơ Mi Nam Ngắn Tay (4SMCB002TRK) Trắng Trơn,Chất Vải  Cotton Cao Cấp Thoáng Mát Phom  Bodyfit  Trẻ Trung,Thanh Lịch, ,Mềm Mịn Hàng Chính Hãng BILUXURY",329000,229000,5,4,9
0,0,"sịp nam tam giác cotton thun lạnh co dãn 4 chiều,combo 4 quần 4 màu cao cấp",115000,115000,5,4,46
104000,47,"ÁO GIỮ NHIỆT NAM, CHẤT THUN CO GIÃN 4 CHIỀU",220000,116000,5,6,24
0,0,Áo thun dài tay nam nữ,75000,75000,4.6,20,52
30000,9,Áo Blazer Caro 2 Lớp Nam Nữ Form Dáng Rộng Phong Cách Hàn Quốc BZ15,349000,319000,4.6,7,16
0,0,Áo thun Teeworld Saigon - Everything you need to know Form Rộng Unisex Nam Nữ,329000,329000,4.6,5,11
0,0,Áo thun tay lỡ HADES - EMOJI,420000,420000,5,2,7
0,0,Áo Thun Có Cổ Màu Trơn The Basic Vải Cá Sấu Co Giãn 4 Chiều,109000,109000,5,34,84
0,0,"Quần lót nam tam giác chất liệu mỏng nhẹ, co giãn thoải mái chính hãng Santino",95000,95000,4.8,13,35
209000,50,Bộ Nỉ Nam Kiểu Dáng Thể Thao Vải Da Cá Cao Cấp Thời Trang VICERO,418000,209000,4.3,119,437
50000,25,Quần đùi nam mặc nhà iBasic PANM088,199000,149000,4.5,6,25
0,0,quần jean nam big size 90kg co giãn hàng đẹp form xuất khẩu,115000,115000,4,14,52
101000,40,Áo thun nam cổ bẻ dài tay Kojiba chất cotton co dãn nhẹ dáng ôm công sở,250000,149000,4.5,56,149
0,0,Quần ngủ nam có miếng lót nâng đỡ - vải lỗ thoáng mát - quần lót 2in1 cao cấp - quan ngu nam co lot trong,88900,88900,4.3,26,121
96000,30,Áo thun tay lỡ GENZ Premium Cotton phông nam nữ oversize unisex form rộng Pharaon - GTZ072,315000,219000,4.7,3,6
0,0,"Áo khoác bomber nhung ,Áo nhung , áo khoác nhung nam . áo khoác nhung nữ , áo khoác bomber cặp đôi  , áo khoác cặp đôi , áo bomber vải nhung dày mịn",147000,147000,3.5,2,2
216000,44,"Áo thun nam ngắn tay có cổ ARISTINO, áo poloman chất liệu PE bền màu, co giãn thoải mái, thiết kế trẻ trung năng động - APS010S1",495000,279000,5,3,4
0,0,"Áo Gió 2 Mặt Pmax, 2 Lớp, Mặc Cho Cả Nam Nữ, Chống Nước, Chống Gió, Chống Nắng, Phom Trẻ Trung",239000,239000,4.8,20,36
0,0,Quần Sọt Jean Nam,79000,79000,0,0,
0,0,Quần jean nam cao cấp LE511 nhập khẩu dáng Hàn Quốc cực chuẩn - Màu xanh truyền thống,155000,155000,3.3,3,8
0,0,"Sịp nam, quần lót nam thoáng khí chất liệu Cotton họa tiết Rằn ri ngụy trang",35000,35000,5,13,35
258300,41,Quần jogger thể thao nam kaki Kiểu túi hộp Cao Cấp dáng bó ống Hàn Quốc chất vải đẹp ống dài,630000,371700,5,2,4
156000,55,"Áo Thun Nam Ngắn Tay Cổ Tim (5APKH001XDU) Chất Liệu Cotton Cao Cấp ,Trẻ Trung Thoáng Mát Chính Hãng Biman By BiLuxury",285000,129000,4.8,5,8
41000,27,Quần Short Đùi Trơn unisex N7 thể thao basic nam nữ oversize phong cách đường phố Hàn Quốc ,150000,109000,3.5,2,4
127200,44,"Quần Jean Nam Đen phối rách thương hiệu Julido Store, mẫu mới phong cách hàn quốc 2021 TY00001",286200,159000,4.5,38,79
0,0,Quần Jean Baggy nam xanh sáng nhạt ống xuông rộng TR03 style hàn quốc 2021,167000,167000,0,0,4
30000,13,Combo 3 quần lót nam Brief Modal (gỗ sồi) mềm mại thương hiệu Coolmate,229000,199000,4.3,6,27
169000,42,Áo Hoodie Nam Biman By Biluxury (4ANOT008GHT) Chất Nỉ Dày Có Mũ Kiểu Dáng Thể Thao Trẻ Trung Mềm Mịn Không Bông Xù,398000,229000,4.8,8,14
0,0,"(Hàng Cao Cấp) Áo Gió Pmax, 1 Lớp, Vải Xịn co dãn, Mặc Cho Cả Nam Nữ, Chống Nước, Chống Gió, Chống Nắng, Phom Trẻ Trung",239000,239000,4.6,13,16
0,0,"Đồ bộ PIJAMA NAM dài tay họa tiết Caro nam tính, chất Cotton 100% thông thoáng mùa hè, style Hàn Quốc thời thượng",450000,450000,4.7,3,14
76000,50,"Đồ bộ nam hè y hình, vải êm, mát, không ra màu, không đổ lông (pika..)",152000,76000,4.5,6,26
0,0,Quần Bơi Đi Biển  Nam Dây Rút Thể Thao Cleacco Deenyt  - Hàng Chính Hãng,199000,199000,4.8,12,73
59000,50,"Áo thun nam tay dài mặc thu đông giữ nhiệt chất cotton, áo giữ nhiệt nam co giãn, 5 màu lựa chọn, size áo từ 40-80kg, không bị bai xù khi giặt máy",118000,59000,3.1,14,82
0,0,Áo ba lỗ cổ vuông nam phong cách Hàn Quốc SA455,32000,32000,2.3,3,26
236000,66,"Áo Thun Tshirt Nam Hoạ Tiết (APKH063GHS) Chất Liệu PE Cool Cao Cấp Trẻ Trung,Thể Thao, Thoáng Mát Chính Hãng BILUXURY",355000,119000,4.3,6,19
144000,44,"Quần Bò Nam cao cấp thương hiệu Chandi, chất jean co dãn mẫu mới 2021 MA86",324000,180000,4.6,7,13
0,0,ÁO KHOÁC JEAN NAM,148000,148000,4.3,4,15
42000,20,Quần Lót Nam Jockey Tam Giác Không Đường May Seam Free Màu Trắng Kháng Khuẩn Cao Cấp - JMMB9133-11,210000,168000,5,4,11
0,0,Áo Thun Teelab Grey Trame TS049,199000,199000,5,1,9
0,0,Áo sơ mi đũi ngắn tay cổ bẻ cao cấp,75000,75000,3.5,14,33
0,0,"Áo thun Nam Nữ Vonesa, áo phông Unisex Nam Nữ có Size bé từ 25-84kg A3",40000,40000,5,2,3
0,0,"Áo chống nắng KHÓA KÉO CAO CHE MẶT CHO NAM vải thông hơi thoáng mát, ĐAI TO",62000,62000,4.5,2,11
171000,36,Áo Khoác Dù Nam Cao Cấp 2 Lớp AKUBA | 01I505,469000,298000,5,2,8
0,0,"quần short nam , quần đùi namchất đũi lụa siêu mềm mát",99000,99000,4.8,15,23
138000,60,"Áo polo nam túi giả GUMAC đủ màu thanh lịch, trẻ trung ATNB481",230000,92000,5,26,59
90000,31,Áo phông nam ngắn tay cao cấp đẹp cổ tròn chất vải cotton co giãn 4 chiều thoáng mát ZAVAS  Z14,289000,199000,5,7,20
120000,25,"Quần tây nam Amazing màu đen và xanh đen, size 28 đến 40, form công sở truyền thống, không ly, ống suông",489000,369000,4.3,45,121
0,0,Áo sơ mi nam tay dài trắng công sở vải oxford cao cấp ND02,209000,209000,4.6,51,105
0,0,quần short tây nam vải âu ,99000,99000,4.2,36,91
59000,50,Áo phông unisex form rộng nữ nam thun unisex cổ tròn cotton oversize giá rẻ in hình Henri Martis ,118000,59000,3.6,5,7
69000,50,Quần đùi nam thời trang nữ thun cotton da cá unisex thể thao MR.MIB cao cấp ống rộng bigsize mặc nhà ngủ hàn quốc đẹp,138000,69000,4.3,3,5
0,0,Áo khoác jean nam from rộng vá rách JB15,129000,129000,4.1,13,36
0,0,Áo đũi nam vải mát,59000,59000,4.2,83,225
0,0,"Áo Khoác Điện Sưởi Ấm Giữ Nhiệt -   Áo Khoác Sưởi Ấm Bằng Điện Sạc USB Siêu Nhẹ, Áo Khoác Phao Mũ Áo Có Thể Tháo Rời",660000,660000,3,8,17
0,0,Quần Baggy Nam Nữ Kaki Ống Suông Unisex,85000,85000,3.4,8,29
0,0,Áo thun nam tay lỡ form rộng Unisex Methata Freesize mặc vừa từ 45 - 70kg ,39000,39000,4.5,16,41
150000,50,Áo Nỉ Nam 8 Màu Trẻ Trung Năng Động Thời Trang Cao Cấp VICERO,300000,150000,4.8,9,20
59000,50,Áo phông nam nữ unisex tay lỡ thun form rộng teen cổ tròn oversize cotton giá rẻ basic đen trắng tee pull freesize PREFTED ,118000,59000,4.8,6,16
0,0,Quần Âu Nam Dáng Ôm DEN99 (Đen),159000,159000,5,1,1
0,0,Áo thun BASIC,79000,79000,4.7,3,4
0,0,Áo Hoodie Teelab Premium Pullover HD038,350000,350000,3.7,3,13
159200,44,Áo Thun Polo Nam Cổ Bẻ Tay Ngắn Phối 3 Màu Chủ Đạo Thời Trang Men Luxury PL3,358200,199000,5,5,18
10000,7,"Quần Jogger Nam, Quần dài thể thao nam chất thun đẹp co giãn tốt",139000,129000,4.6,9,42
216000,44,"Áo thun nam ngắn tay có cổ ARISTINO, áo poloman chất liệu Cotton in hình phối vải tạo điểm nhấn ấn tượng - APS008W1",495000,279000,5,8,9
228000,44,Áo Polo Nam Trơn Cao Cấp AKUBA | 01J645,515000,287000,4.7,13,38
0,0,"(Video Ảnh Thật ) Áo hoodie THIS'S FACLY áo khoác nỉ form rộng Unisex Nam Nữ Couple đều được, Áo Hoodie tay phồng chất nỉ bông cực mịn chữ nhật - Form rộng Unisex Nam Nữ Couple đều mặc được",70000,70000,5,1,2
0,0,"[SIÊU NHẸ - SIÊU ẤM] - Áo Tabalo Retro Nuptse Jacket, Áo Phao Béo Chống Nước, Cản Gió Cực Tốt",650000,650000,5,4,10
51000,34,"Áo Thun Nam Cổ Bẻ KOJIBA 4 Chiều Cao Cấp, Trẻ Trung (Nhiều Màu)",150000,99000,3.8,251,3052
159000,50,Áo polo nam ADINO màu be vải cotton co giãn thiết kế basic trẻ trung PL44,318000,159000,5,2,4
102000,23,Áo Thun Nam Có Cổ Polo Trơn AKUBA Cao Cấp | 02D109,449000,347000,5,7,16
0,0,Áo khoác da nam lót lông SITAKI cao cấp - AD14 Đen,299000,299000,3.5,2,2
111200,44,Áo khoác nam chất kaki 2 lớp xịn xò Julido Store mẫu mới theo xu hướng thời trang Trend001,250200,139000,3.6,7,24
0,0,"Áo Sơ Mi Nam Gold Flo Tay Ngắn FEAER DENIM Form Suông, Chất Lụa Cao Cấp, Họa Tiết Trẻ Trung ",349000,349000,4.7,13,21
0,0, Quần sịp nam Aristino sợi bamboo ABX03807,110000,110000,4.3,3,14
0,0,Áo sơ mi nam cộc tay May 10 mã 010121174OLLT 456 ,156000,156000,4.5,10,21
0,0,Quần lửng Nam kaki Hàng chất lượng cao,45000,45000,2.3,7,30
0,0,Quần lót nam thun lạnh nhật bản quần lót nam không đường may sịp đùi lụa sữa QMEN alida2010,36000,36000,0,0,
0,0,Quần Đùi Nam Cotton Dáng Ngố Thể Thao - Quần Short Nam Kẻ Sọc 2 Bên Basic Chất Cotton Mềm Mại Có Dây Rút Chắc Chắn,75000,75000,5,9,14
144000,44,"Quần Short Jean Nam co dãn kiểu dáng trẻ trung đơn giản Thương Hiệu Chandi, quần sọt mẫu mới xu hướng 2021 QSJN256",324000,180000,4.6,12,21
0,0,"áo thun họa tiết loại xịn thời trang cao cấp nam King168 , áo phông tay dài nam P12",129000,129000,4.5,4,5
0,0,Quần jean nam ống đứng wash râu mèo SJM-590-17,590000,590000,4.5,2,3
55000,46,"ÁO THỂ THAO NAM,TẬP GYM HAHAMAN THUN LẠNH CAO CẤP TT0105",120000,65000,4.5,11,26
0,0,ÁO SƠ MI NAM QUẢNG CHÂU LỤA KATE CAO CẤP IN HỌA TIẾT ROMA ÁNH KIM SANG TRỌNG,135000,135000,3.8,171,1180
0,0,Bộ áo khoác thể thao thu đông cao cấp thương hiệu SITAKI,505700,505700,1.5,2,4
0,0,ÁO KHOÁC DA NAM LÓT DÙ 6 DÂY KÉO ,622700,622700,5,5,6
0,0,Áo thun Voga cổ tròn có tay vải cao cấp gỗ sồi Modal,149000,149000,5,20,139
195000,43,Áo khoác da lót lông nam thời trang cao cấp BT77,450000,255000,4.5,11,20
0,0,Áo Khoác Kaki Nam Hai Lớp Phối Móc Khóa Túi Cao Cấp MK27 ShopN6,285000,285000,3.6,14,144
0,0,Quần tây nam việt tiến có ly màu ôliu sọc gân ,540000,540000,3.5,2,2
325000,50,"Áo Phao Lông Vũ Nam GUZADO 2 lớp Siêu Nhẹ, Chống Nước,Giữ Ấm Cực Tốt APGZ01",650000,325000,3.3,13,28
0,0,"Quần sọt nam phom dáng ôm vải co dãn nhiều màu và nhiều size, chất vải dày mịn đẹp chuẩn shop",99000,99000,4.6,10,36
0,0,Áo Khoác Jean Nam Rách đẹp Y Hình,165000,165000,4.5,19,71
127200,44,"Quần jean nam chất jean xịn Julido, Phối rách mẫu mới form đẹp tôn dáng không quá ôm mẫu Top07",286200,159000,4.3,40,107
0,0,"COMBO 4 QUẦN LÓT BOXER NAM cao cấp chất vải mềm mịn, thoáng mát hút mồ hôi tốt kiểu dáng quyến rũ L2892",99000,99000,4.1,19,83
0,0,Áo sơ mi nam cộc tay May 10 mã 010119069 AH197,288000,288000,4.8,4,7
0,0,"Combo 2 Áo thun nam thoát nhiệt Nhật Bản GOKING siêu thoáng mát, áo phông nam hàng hiệu cao cấp xuất khẩu",288000,288000,4.5,43,178
91000,26,Áo sơ mi nam tay dài ADINO màu xanh than vải sợi sồi modal dáng slimfit trẻ trung S305,350000,259000,5,2,3
195000,57,Combo 2 Quần shorts thể thao nam dạng sọt sport đùi chất thun lạnh 4 chiều cao cấp phù hợp tập gym hay mặc nhà màu trắng và đen DUI-P101 (tặng 1 ví),344000,149000,4.6,23,60
34000,43,Áo Thun Nam In Hình Paris Everest AokNAM418 (Trắng),79000,45000,4.5,51,799
79200,44,"Áo thun nam cổ bẻ tay ngắn trẻ trung, chất liệu cotton cao cấp mẫu THUU63",178200,99000,4.5,17,33
111200,44,Áo khoác nam chất kaki 2 lớp xịn xò Julido Store mẫu mới theo xu hướng thời trang Trend QA04,250200,139000,4.3,12,50
0,0,Áo Thun Nam Lớn Tuổi Có Túi Trung Niên ( chất liệu 100% cotton mềm mịn),159000,159000,4,4,8
0,0, khoác nam mùa đông áo khoác phao có mũ trùm đầu,535000,535000,3.5,2,5
44100,37,QUẦN NGỦ NAM FEZZIO THUN COTTON 4 CHIỀU ,119000,74900,5,12,36
0,0,Quần đùi nam mặc nhà!!!!,100000,100000,3.8,4,28
0,0,"Áo Sơ Mi Nam Cowboy Tay Ngắn FEAER DENIM Form Suông, Chất Lụa Cao Cấp, Họa Tiết Trẻ Trung ",280000,280000,4.6,20,52
0,0,Áo thun nam unisex phông rộng họa tiết siêu hot (UX-06-29),59000,59000,4.2,17,40
99000,50,ÁO THUN NAM DÀI TAY,198000,99000,3.2,11,30
49000,50,Áo Thun Nam Tay Dài D403,98000,49000,5,2,5
36200,25,Áo khoác dù nam cổ đứng hai mặt cao cấp AKD2000,143200,107000,4.8,4,14
0,0,Áo thun unisex hoạ tiết hot trend japan hat,29900,29900,4.5,41,121
0,0,Quần Short Nam Rách️️ Quần Short Bò Nam Cao Cấp - Sọt Jean Co Giãn Mẫu Mới Hàng VNXK Tô Tồ Shop -QSJN06-Mã 216,149000,149000,5,1,2
108000,44,"Áo khoác nam JJ07 , khoác dù 3D nam 2 lớp phối nón không tháo rời thời trang hàn quốc trẻ trung cuốn hút Julido mẫu THU37 chất liệu thấm hút mồ hôi dày dặn mặc thoáng mát",243000,135000,4.1,87,269
155000,41,"Áo khoác nam cao cấp Galvin London, vải Xi Nhật dày dặn không nhăn, bên trong có lớp cách nhiệt giữ ấm, chống nắng, chống gió bụi tốt    ",380000,225000,4.8,6,16
0,0,"Áo thun trơn nam nữ chất thun mềm mịn, cotton 4 chiều thấm mồ hôi tốt đủ size( có big size)",39000,39000,4.8,9,68
0,0,Bộ quần áo thể thao nam nữ in cờ,85000,85000,4.5,2,2
0,0,Quần Pant Kaki - Jogger Túi Hộp Hàn Quốc ,97000,97000,0,0,
0,0,"Quần kaki nam dài ống suông, nhiều màu, size từ 43kg đến 80kg đều có - NH Shop",159000,159000,3.1,9,28
0,0,"Quần đũi nam, quần đũi dài nam cạp chun",156000,156000,4.5,2,9
127200,44,"Quần jeans nam co dãn , quần bò nam kiểu trơn xước dáng vừa không bó sát thiết kế trẻ trung đơn điệu phá cách gồm 5 kích thước (28-32) Julido mẫu QJNM08 - Màu xanh đậm",286200,159000,4.5,36,86
127200,44,"Quần short nam trắng trơn chất bò co dãn Julido, dáng đứng form đẹp mẫu mới KK04",286200,159000,4.7,23,52
81000,41,Áo sơ mi nam caro cao cấp ngắn tay Hahaman HM17,200000,119000,3.7,3,7
0,0,"Áo sơ mi nam dài tay công sở dáng ôm sơ mi nam trắng cổ bẻ vải lụa thái chống nhăn chống xù, chất vải dày dặn co giãn nhẹ, size từ 45-80kg, giặt được máy giặt",99000,99000,4.2,17,62
0,0,"Quần âu nam Vải kẻ chống nhăn, Quần tây nam vải kẻ sành điệu",104000,104000,4.5,2,3
21000,6,"Combo 3 Chiếc Quần Lót Nam Tam Giác Cao Cấp, Quần Lót Nam Dệt Liền, Co Dãn 4 Chiều Kwin KBF1711 - Hàng Chính Hãng(Giao Màu Ngẫu Nhiên)",330000,309000,5,9,40
111200,44,Áo khoác nam JJ12 kaki 2 lớp phối nón không tháo rời thời trang hàn quốc trẻ trung cuốn hút Julido mẫu TT05 chất liệu thấm hút mồ hôi dày dặn mặc thoáng mát,250200,139000,4.2,97,205
0,0,QUẦN JEAN NHUNG NAM WASH NHẸ PHONG CÁCH SANG TRỌNG,200000,200000,5,3,
0,0,"Áo Khoác Hoodie Nam Thu Đông Phối 2 màu, In Hình Phong Cách Có Mũ Trùm Đầu Hot Trend 2020",129000,129000,4.5,140,302
159200,44,"Quần Jean Nam cao cấp co dãn 4 chiều Thương Hiệu Chandi, phong cách hàn quốc trẻ trung cá tính HD23",358200,199000,4.7,42,100
50000,42,QUẦN NGỦ NAM THUN 100 % COTTON FEZZIO,119000,69000,5,8,29
0,0,"	ÁO KHOÁC NHẸ NAM ""DXPECHER"" IN HÌNH HỌA TIẾT",159000,159000,4.2,416,5799
0,0,"Quần short nam lưng phối thun,chất kaki thun",55000,55000,3.4,21,75
80000,62,Quần Short Thể Thao Nam Hahaman Co Giãn Cao Cấp HAHAQS01,129000,49000,4.5,16,57
131000,47,"Quần jogger nam túi hộp phong cách đường phố, chất gió dù cao cấp mềm mịn E02",280000,149000,4.3,6,13
0,0,ÁO KHOÁC NAM QUẢNG CHÂU LÓT LÔNG CHO MÙA ĐÔNG ẤM ẤP- lót lông toàn bộ áo,199000,199000,3.4,162,472
