discount,discount_rate,name,original_price,price,rating_average,review_count,quantity_sold
26700,10,Ao Khoac Ni Hoodie Logo Color 2 Lop Day Dan Cotton Phong Cach Han Quoc Thoi Trang Nam Nu Free Size Duoi 70kg KNN34,267000,240300,4.5,2,4
0,0,Ao Thun Nam In Phan Quang Hinh Monster ,77000,77000,4.5,152,383
0,0,AO KHOAC NHUNG NAM BOMBER UNISEX ,150000,150000,3.8,4,6
0,0,AO THUN NAM DAI TAY PHOI SOC NGANG ,149000,149000,3.7,6,22
0,0,AO KHOAC KAKI NAM KIEU DANG HAN QUOC,239000,239000,4.5,2,7
0,0,"Ao thun nam tay lo YINXX, ao phong form rong ATL188",69000,69000,5,11,19
0,0,Ao khoac du nam 2 lop theu N,85000,85000,4.5,14,26
0,0,QUAN SHORT NAM KAKI HAN QUOC,167700,167700,4,7,16
0,0,"Ao Thun, Ao Phong Nam The Thao Unisex Cotton Form Rong Tron Basic Co Dan 4 Chieu In Chu Cao Cap Big Sport ",138000,138000,4.6,22,60
89000,50,"Combo 3 ao ba lo nam tu 55-68kg, ao om body , ao thun tap gym chat thun lua mac cuc mat giao mau va mau ngau nhien ",178000,89000,5,1,6
79200,44,"Quan short nam mac ngu Julido, Chat dui mem chinh pham mac mat thoai mai MMO01 ",178200,99000,3.5,67,280
0,0,[Size chau au] Quan sip boxer khang khuan Han Quoc,37000,37000,4.5,37,82
0,0,Ao Thun Ba Lo Nam Phong Cach Han Nhieu Mau,75000,75000,4.8,9,19
0,0,"Ao somi tay lo kaki unisex Wind Quoc Dan hoa cuc, ao somi tay lo Ulzzang Wind",109000,109000,5,3,9
75000,50,"Set Bo the thao nam y hinh, vai em, mat, khong ra mau, khong do long (ydbid)",150000,75000,3.1,27,66
0,0,Ao Thun Tay Lo Unisex TOKYO DRIPPING WASHED 100% Cotton - HADES Brand Chinh Hang,420000,420000,5,3,6
0,0,Ao Khoac Du THIFU FASHION 2 Lop In CYM TM Chong Nang Tranh Mua Cho Nam Va Nu,99000,99000,2.5,2,2
31000,18,Do bo nam dui THE 1992 Bo dui nam co tau cao cap,170000,139000,4.5,7,24
0,0,"Ao thun nam nu tay lo YINXX, ao phong form rong ATL08",49000,49000,4.8,4,12
0,0,Combo 5 Quan Sip Dui Boxer - Quan Lot Nam,89000,89000,3,1,9
0,0, Ao thun nam tay lo form rong Stay Real 69,84000,84000,2.3,19,40
91000,26,Ao so mi nam tay dai ADINO mau trang tinh vai soi soi modal dang slimfit tre trung S302,350000,259000,5,4,8
0,0,Quan lot nam - Combo 4 quan sip dui nam thoang mat,177000,177000,5,16,48
0,0,Ao Khoac Jean Nam AKB3,120000,120000,5,2,3
60000,47,Bo quan ao thun ba lo nam the thao Everest,129000,69000,4.5,7,23
0,0,Ao Hoodie Among US [ HANG MOI VE ] TRUST NO ONE Mau Den Hinh Xanh Co Non Chat Vai Ni Bong Day Dan Mem Min Am Ap Form Dep Danh Cho Ca Nam Va Nu,153000,153000,4.5,10,35
0,0,Combo 2 Quan Dui Nam JME JMB003 (Freesize),99000,99000,4.5,5,34
0,0,Ao So Mi Den  Ao So Mi Nam nu unisex,0,140000,4.5,4,
0,0,"Quan ni bong nam vai bong mem min, day dan ",49000,49000,0,0,2
0,0,"Ao khoac jean nam King168 , ao khoac bo cao cap AK20",199000,199000,5,1,3
0,0,Hop combo 5 sip dui boxer SQB101 BLACK,219000,219000,4.7,28,121
0,0,Ao Hoodie Ni luc giac 4 mau ( unisex nam nu deu mac duoc),89000,89000,4.5,12,22
0,0,Ao So Mi Nam SM46,195000,195000,5,1,1
0,0,"Do Bo Mac Nha Dao Pho FREE SHIP Ao Thun Ba Lo Nam In HARBOUR PARIS Sieu Dep, DO BO CHAT LIEU THUN LANH IN 3D USA, HARBOUR PARIS MAC O NHA, DAO PHO SIEU CHAT CHO MUA HE, Bo Do The Thao Ba Lo Nam , Dao Pho, Do bo nam, Bo do Nam The Thao Sat Nach Phong Cach Nang Dong, Do bo nam tap gym, set quan ao the thao nam nu mac nha Unisex 3 lo phong cach Ulzzang in chu HABOUR",90000,90000,4.6,12,35
0,0,Ao Khoac Da Nam Tran Bong Ao Khoac Nam Co Mu Co Dai Sieu Am Sans11 Sans Shop,0,790000,4.5,2,
0,0,Combo 3 Ao phong thoat nhiet Nhat Ban Goking,435000,435000,4.6,61,196
0,0,Quan short kaki nam lung thun size 28-34,59000,59000,4.5,30,92
0,0,"Ao Phong Nam Cao Cap,Sieu Dep M.O.N Boutique HSO01",125000,125000,4.3,3,3
61000,41,Do bo nam THE 1992 Bo the thao nam KEEP TRAINING,150000,89000,5,6,33
111200,44,"Ao so mi nam lua soc caro Julido Store, xu huong moi nhat nam 2020 BZ03",250200,139000,4.8,12,27
185000,50,"Quan Dui Nam GUZADO,Chat Thun Lanh Cao Cap, Mem Min, Co Gian 4 Chieu, Khong Nhan Nhau,Van Dong Thoai Mai GSR05",370000,185000,4.1,7,22
110000,50,COMBO 3 ao lot nam thun cotton - Ao ba lo - Ao coc tay nam thun cotton mac cho cho nam gioi chat mem mai,220000,110000,1,1,4
0,0,Quan Jogger Unisex  Quan Ong Rong- Quan Dai The Thao Nam Nu Chat Vai Umi Xin Min,114000,114000,4.5,5,10
0,0,Ao thun nam tay dai,125000,125000,4,22,68
0,0,Ao So Mi Flannel So Mi Caro Ao Khoac Nam Nu Form Rong Ca Tinh Unisex SM11,110000,110000,5,2,10
0,0,Ao Khoac Nam Cardigan Nam Len Cao Cap Thoi Trang SZone SAL219,249000,249000,4.5,24,61
0,0,ÁO KHOÁC HOODIE NAM FORM RỌNG CÓ NÓN LÓN CỤC DẸP,0,109000,3.6,10,
61000,41,Jogger ni THE 1992 Quan the thao nam basic 3 mau,150000,89000,5,7,21
74000,40,Ao So Mi Nam Body Tay Dai Hoa Tiet 3D Chat Lieu Kate Thai Sang Dep Cao Cap,184000,110000,4.8,4,19
0,0,Hop 3 Quan sip Dui Nam Soi Nano Khang Khuan Thoang Mat Tham Hut Mo Hoi 3A,45986,45986,5,2,4
0,0,Hop 4 quan Lot nam Nhat MUJI thong hoi dep (chinh hang)(gia re),69000,69000,4.5,4,8
300000,33,Ao Khoac Nam Kaki Lot Long Sieu Am Thoi Trang Linh,899000,599000,4.6,29,58
0,0,Quan sip nam xuat EU thun lanh khang khuan cao cap TG,8500,8500,4.8,8,111
0,0,Ao thun Teelab Pixel Logo TS135,350000,350000,4.5,2,2
0,0,Combo si gom 5 quan lot dui nam xuat nhat - quan boxernam ,150000,150000,4.5,2,5
0,0,Ao thun polo nam ngan tay co co co tui trung nien coton cao cap vai cotton Thai Khang,79200,79200,4.5,17,51
221000,61,Quan Short Nam Kaki Phong Cach Thoi Trang VICERO,360000,139000,4,109,471
0,0,Ao mong to ghi nam trung nien chat vai cao cap sieu dep sieu dep,199000,199000,4.5,12,35
263000,50,Quan short jean nam GUMAC QJNB6107,525000,262000,4.7,10,18
210600,45,Quan Kaki Nam Khatoco Q2M468R1-VNMA013-1811-1 - Xanh Dam,468000,257400,4.5,51,242
0,0,Ao thun nam tay ngan co co trung nien CAO CAP hang nhap khau bao xin loai ao thun cho nguoi lon tuoi caro soc ngang,220000,220000,5,9,28
94000,35,Ao thun nam GUMAC ATNB834 in tai nghe,270000,176000,4.6,5,5
111000,48,"Ao Thun Nam Co Tim  (5APKB001XNG) Chat lieu Cotton Cao Cap Thoang Mat Kieu Dang Body Fit Tre Trung,Nang Dong Chinh Hang Biman By BiLuxury",230000,119000,4.7,3,4
50000,27,"Ao Thun Nam Tron Co Tron Body Tre Trung Nang Dong, Soi Cotton Cao Cap Mem Min Thoang Mat Tham Hut Mo Hoi, Co Gian 4 Chieu MRM FASHION",185000,135000,4.5,28,97
237000,60,Ao thun polo nam co tru bo soc GUMAC ATNB399,396000,159000,4.8,6,16
0,0,"VARDINO ao khoac nam cao cap co be - co dung, tron - hoa tiet, mem - min - nhe - khong nhan - khong phai - chong nuoc chinh hang dang xuong - om vua - vat bang cong so trung nien moi ak06",895000,895000,4.3,13,24
0,0,Quan jogger ni nam ong rong bo chun gau vai thun da ca co gian - QUAN SM002C,69000,69000,4.1,11,29
173000,51,Bo Mac Nha The  Thao Nam Mua He Thun Mong Cao Cap ZERO - BTT18 XANH THAN - XXL,338000,165000,4.6,8,17
0,0,AO THUN NAM DEP TAY DAI VAI COTTON,149000,149000,4.5,24,44
0,0,"Ao thun tay lo Unisex, ao phong form rong ATL206  - Yinxx",69000,69000,5,11,18
26000,21,Ao Thun Nam Co Co Simple Cao Cap ShopN6 - AT01 (Nhieu Mau),125000,99000,4.3,7,18
237000,60,Ao thun polo nam tay phoi mau GUMAC ATNB397,396000,159000,4.8,14,32
135000,45,Bo Quan Ao Nam The Thao Vien Tay Cao Cap thoi Trang ZERO,300000,165000,4.5,17,34
0,0,Combo 5 Quan Lot Nam Thun Lanh Cao Cap Ma S03,150000,150000,3.7,3,5
0,0,Ao so mi nam dai tay dang om so co be vai lua thai co dan chong nhan chong xu loai ao so mi dai tay body ASLD10,79000,79000,4.7,6,8
90000,41,"Ao So Mi Rong Co Vest, So Mi Rong Tay Dai Unisex Nam Nu Vai Lua Nhieu Mau Sac",220000,130000,5,2,3
77000,31,Ao Khoac Nam Ao Khoac Kaki Nam Don Gian Cao Cap-KK34,245000,168000,3.2,38,174
0,0,BO DO NAM DAI NI COTTON DEP,269000,269000,4.1,15,29
102000,42,Ao Khoac Nam Ao Khoac Du Day Nam Tron  Lot Caro Cao Cap ShopN6 - AD34,245000,143000,4.5,503,2542
0,0,"Ao thun nam thoat nhiet Nhat Ban GOKING, chat lieu tu nhien 100% cotton thoang mat, tham hut mo hoi",159000,159000,4.8,133,539
0,0,Ao giu nhiet nam - ao thun nam dai tay,100000,100000,4.6,9,35
54000,18,Ao Khoac Ni Nam Co Mu Ran Ri Quan Doi Lot Long Cao Cap,299000,245000,4.8,5,27
0,0,Quan jogger the thao nam kaki ma TT33-Q tui hop bo ong phong cach Han Quoc chat vai dep ong dai,79000,79000,1,2,2
98000,25,Combo 3 quan dui nam cotton iBasic SHM001,387000,289000,4.5,4,6
224000,50,AO PHONG NAM LOCAL LOOSE TU QUAN,449000,225000,5,3,3
0,0,Combo 5 chiec Quan lot Boxer nam SQB200,114000,114000,3.8,4,4
150000,35,Ao Khoac Da Nam Den Lot Long Cao Cap ShopN6 AKD06,425000,275000,4.7,10,23
102090,41,Ao phong nam tay lo from rong mau den in decal VINHCUU,249000,146910,4.8,12,23
89790,41,Ao Thun Nam Tay Lo Unisex co Tron chat lieu vai cotton mau den form rong in chu PARIS phong cach doc chat TheNgaustyle,219000,129210,5,4,4
236000,48,Quan tay nam Novelty 0Ply 1811100 xanh tim Form SlimFit,495000,259000,5,4,15
36000,20,Quan boi nam cao cap Narsis Q0004 mau ke den,180000,144000,4.6,15,40
97110,39,Ao thun Tay lo Nam Nu Form Rong In decal Nhat Ban 3 mau trang Trum Unisex vai cotton thich hop di choi,249000,151890,4.5,5,12
0,0,Quan Jean Nam Wash Bac Dang Om JEANBAC01,109000,109000,0,0,
0,0,Quan Nam Tron Bo Gau Basic Phoi Day Rut Phong Cach Tre Trung Thoi Trang Zenkonu QUAN NAM 1000067V1,59000,59000,3,3,23
112000,36,Ao Phong T - Top Nam Jockey Thun Cotton Compact In Haft Boy Mau Xanh Bien Nhat  Cao Cap - J7339,310000,198000,5,3,8
0,0,"Combo 3 quan sip dui nam, set 3 quan lot boxer nam Aristino chat lieu Modal cao cap khang khuan, khu mui, mem mai thoang mat gap 2 lan so voi soi vai thong thuong ABX1616",330000,330000,4.5,2,15
0,0,"Quan tay nam chat vai day dan co gian nhe, quan au dang ong con, nhieu mau - NH Shop",49000,49000,0,0,9
0,0,AO KHOAC DA NAM FORM CHUAN DEP,190740,190740,5,5,12
0,0,AO THUN TAY LO UNISEX,48800,48800,4.2,28,95
0,0,Quan Jean Nam Den Dang Om Chat Co Gian JEAN01,125000,125000,4.3,212,638
87000,47,Quan Lot Nam Jockey Dang Trunk Boxer Thun Bamboo Thoai Mai Thoang Khi - JUMB0420,185000,98000,5,5,23
104000,36,Ao thun nam co tron cao cap ngan tay dep chat vai cotton co gian 4 chieu thoang mat ZAVAS  Z06,289000,185000,4.8,4,13
127200,44,"Quan jean nam dep dan dau xu huong Julido, mau moi form dep ton dang khong qua om mau EQ03",286200,159000,4.7,23,49
0,0,Quan Ngo Nam Ong Rong Alibaba - Quan Short Nam Vai Dui,39000,39000,2.3,3,9
260000,44,"Quan Jean Nam 5S (QB5S001DEN) Den 1, Dang Om Tre Trung, Nam Tinh",589000,329000,4.6,218,539
115000,38,Ao khoac jean nam HAHAMAN thoi trang cao cap AKJ005,300000,185000,3.8,4,7
71000,42,"Quan Jogger Kaki KOJIBA Phong Cach The Thao, Tre Trung ",170000,99000,3.3,99,1671
0,0,"Bo quan ao dui nam bo do nam vai dui mac cuc me voi chat vai xop nhe , thoang mat tham hut mo hoi",108000,108000,4.1,16,53
0,0,Quan Baggy jean nam ong suong rong style han quoc 2021,0,169000,4,6,
0,0,"Quan Jean Nam Vovesa Mau Moi, Dang Om Tre Trung, Nam Tinh Q5",99000,99000,3.8,5,14
0,0,"Ao thun Nam Nu Vonesa, ao phong Unisex Nam Nu co Size tu 25-84kg B2",45000,45000,5,3,3
0,0,Quan Jean Bac Phong Cach Tre Trung JEANBAC02,99000,99000,4.5,42,151
0,0,"Ao thun polo Vai ca sau chat xin, co vien co tre trung, lich lam hang xuat cao cap",69000,69000,4.5,31,63
0,0,AO KHOAC PHAO NAM PHOI NON TRAN LONG VU BA LOP THOI TRANG PT09,150000,150000,2.5,4,9
0,0," (co video)AO KHOAC GIO THU DONG 2 LOP PHOI MAU DI MUA,CAN GIO, CHONG NANG DA NANG (HD7404)",149000,149000,4.5,102,334
179000,60,Ao Thun Nam Co Co Dep Tron Cao Cap Tay Ngan Polo ZERO,298000,119000,4.3,12,113
0,0,Áo Thun Unisex Bad Rabbit Club Den 100% Cotton - Local Brand Chinh Hang,340000,340000,4.6,5,10
0,0,Ao khoac nam gia Vest chat Cotton dang slim vua van tre trung - XAM CARO,550000,550000,4,7,19
70000,31,Ao the thao Quickdry Cool247 thuong hieu Coolmate,229000,159000,5,8,19
0,0,(ANH THAT) Ao thun nam nu fom rong Unisex in hinh Rong den trang vai thun mem min thoang mat tham hut mo hoi,75000,75000,5,10,38
189000,50,Ao Len Ke Ngang 5 Mau Nang Dong Thoi Trang VICERO,378000,189000,4.2,5,10
0,0,Ao so mi nam mau den tay ngan,98000,98000,4.8,12,49
0,0,Ao thun tay lo HADES - NONSENSE BLACK,350000,350000,5,2,5
0,0, QUAN DON MONG NAM VA DON DV NAM 2 TRONG 1 KIEU BOXER QSHOP QN27 QN33,180000,180000,5,9,37
0,0,Quan Sip Luoi Nam Mong Mat Sexy K165,60000,60000,4.5,27,82
0,0,Ao thun tay lo form rong theu hinh vuong - Unisex nam nu deu mac duoc,79000,79000,4.5,19,36
0,0,quan jean nam cao cap co gian loai quan jean xuat khau form chuan,249000,249000,4.3,12,28
59000,50,Ao thun nam nu unisex tay lo phong form rong teen co tron oversize cotton gia re basic den trang tee pull STRADA,118000,59000,5,6,22
0,0,Hop 4 Quan Sip Dui Thong Hoi Cho Nam,89000,89000,4.5,7,38
0,0,Quan Jean Nam Den Chat Co Gian JEAN51 - Jean,134000,134000,4.5,38,97
100000,44,Quan Lot Nam,229000,129000,4.5,25,371
0,0,"AO LOT TAY NGAN COTTON CATRIO LA AO THUN, AO PHONG, AO NGAN TAY CUA NAM TU 50KG DEN 83KG thuoc do mac di ngu, mac o nha, mac lot ben trong ao so mi, vai 100% cotton an toan ",65000,65000,5,8,90
0,0,Ao Khoac Nam Nhung Tam Lot Long Cuu K13 am ap gia dep,440000,440000,4.5,6,34
127200,44,"Quan jean nam co dan 4 chieu chat jean xin Julido, mau moi form dep ton dang khong qua om mau kV2212",286200,159000,4.3,62,119
5000,8,"Quan dui nam thun cotton mac ngu thoai mai, chat luong loai quan dui nam mac ngu hoa tiet (Giao mau ngau nhien)",59000,54000,3.6,12,198
0,0,Chenille ao len nam nua cao co ao len cashmere moi mua dong am ap,290000,290000,5,6,25
299000,50,Ao Khoac Nam Bomber Hai Lop Tran Long Chat Vai Nhung Tam VICERO,598000,299000,4.6,12,26
0,0,Ao Khoac Ni Bomber Nam Nu Form Rong Unisex Chat Ni Ngoai Day Dan Cuc Hot (chucuu),95000,95000,4.8,5,16
70000,36,"Quan lot boxer nam AKUBA vai soi Modal tu nhien (go soi), khang khuan, co gian thoai mai, tham hut tot 01U0013",195000,125000,4.5,5,6
0,0,"Ao Sweater , ao thun dai tayi 5 MAU NI NGOAI FORM RONG OVERSIZE (Unisex nam nu deu mac duoc)",78000,78000,4.3,28,81
100000,50,"Áo khoác gió bomber nam nũ Tori local brand chát dù 2 lóp form rọng, khoác ulzzang unisex, Ao Khoac Du Bomber Jacket Toricndy  2 Lop Unisex,Ao khoac Bomber Du TORIC Ulzzang Nam Nu Unisex Form Rong",200000,100000,4.5,2,4
0,0,"Quan Dui Nam Chat Vai Dui Thai Thoang Mat,Quan Short 3 Mau Mua He Nang Dong",39000,39000,0,0,2
0,0,"Quan jean nam dai cao,vai co gian, ong suong cao cap",258700,258700,1.5,2,3
51000,34,Quan The Thao Thu Dong Nam Ong Suong Phong Cach Han Quoc Nang Dong 24,150000,99000,5,2,2
0,0,Ao so mi nam jean dai tay Ma A657 len form cuc chuan,169000,169000,4.3,3,5
0,0,quan short thun day keo,89000,89000,2.6,5,18
0,0,Combo 2 Ao Thun Trang mac nha ( Hanosimex),101400,101400,2.3,3,4
34000,29,QUAN NGU NAM THUN 100 % COTTON FEZZIO - NAVY THUY THU - XL,119000,85000,5,2,8
0,0,Combo 2 quàn dùi nam cotton co giãn 4 chièu,129000,129000,4.3,17,95
120000,44,"Ao Thun Nam Cotton in hoa tiet 2 mau trang den thuong hieu Julido Store, ao phong co tron basic coc tay thoang mat, tham hut mo hoi - Hang chinh hang AT04",270000,150000,4.5,33,66
0,0,Quan Jogger Kaki Nam ND03,219000,219000,4.5,67,386
26000,50,Ao Phong Nam Trang Tron Chat Cotton Mat THUNTRANG59 - Thun Trang,52000,26000,4.7,3,53
0,0,Ao thun Teeworld UA Version 2 T-Shirt Nam Nu Form Rong Unisex,329000,329000,5,3,4
91000,48,"Quan short nam GUZADO, Chat vai gio mem, Co gian Cuc Tot, Van Dong The Duc The Thao Thoai Mai GSR02",190000,99000,4,8,39
0,0,Ao 3 Lo Nam Chat Vai Det Kim Co Dan 4 Chieu Thoang Khi Tham Hut Mo Hoi Tot Big Sport,118000,118000,3,3,9
99500,50,"Ao So Mi Nam Tay Dai  Tron Cong So Phom Slimfit  Vai Cotton 100% Cao Cap Mem Min, Thoang Mat  TUTO5 ASM1001",199000,99500,4.7,84,372
31000,12,Ao khoac du gio nam chong nuoc xep thanh balo dung do TKAKD902 PigoFashion,250000,219000,4.1,7,21
0,0,Quan lot nam ho suon Hunk American Jock mau do,129000,129000,4.8,16,31
0,0,"Quan Lot Nam Vai Thong Hoi Cao Cap,Quan Sip Tam Giac Chat Co Gian 4 Chieu Mac Thoang Mat",18500,18500,0,0,3
0,0,Quan jean nam rach goi hinh that_Quan bo dep ms 9600,112000,112000,5,2,
0,0,"Set 2 Ao phong nam thoat nhiet Nhat Ban Goking, ao thun nam sieu mat, mac nhu khong mac, tham hut mo hoi 01",288000,288000,5,8,31
90000,31,Ao phong nam co tron cao cap ngan tay dep chat vai cotton co gian 4 chieu thoang mat ZAVAS  Z01,289000,199000,5,4,8
0,0,"Ao nam thu dong,phong cach Han Quoc,tre trung nang dong,full size den 85kg - Ma SP3",171000,171000,5,4,6
0,0,Ao thun nam form tre trung vai thun mem mat free size duoi 65kg,24700,24700,3.7,15,72
0,0,Combo Ao + Mu Ao thun coc tay mau den in hinh Rank thach dau game Free Fire tang non luoi chai theu cao cap,109000,109000,4.3,34,89
0,0,"Combo 4 quan lot nam sieu thoang mat, co dan 4 chieu, quan lot luoi nam",169000,169000,4.2,6,14
0,0, Ao khoac dang vest co be nam trung nien QA013,560000,560000,4.7,3,9
0,0,"Ao khoac du nam GOKING mu dau sau co, chong nang, di mua, can gio tot. Cong nghe Nhat Ban",255000,255000,4.5,28,55
0,0,"Quan Short Gio Nam, Quan Dui Thun Nam Mau Xanh Den Chat Vai Du Thoang Mat Full Size Cao Cap Big Sport",129000,129000,3.7,10,39
144000,44,"Quan Short Jean cao cap co dan tot Thuong Hieu Chandi, phong cach han quoc mau moi nhat 2021 MR8014",324000,180000,5,19,21
0,0,"Ao phao nam, Ao khoac phao nam kieu dang han quoc mu lien",210000,210000,3,2,10
0,0,Ao so mi denim nam tay dai hai tui cong so trang vai jean cao cap tre trung nien Nexx&Dee SM10,249000,249000,4.8,4,5
0,0,Ao thun Teeworld Ua em Tay Lo Nam Nu Form Rong Unisex,299000,299000,4.8,4,8
71000,44,Combo 5 Quan Sip Dui Nhat - Quan Lot Nam Thun Lanh,160000,89000,4.8,5,13
0,0,Quan jean nam ong suong Muidoi Q63 (Xanh dam),129000,129000,4,60,179
0,0,"Ao Varsity nam cao cap Miuzi,ao khoac ben ngoai nam hoa tiet set dinh da cach dieu DT032",319000,319000,1,2,2
111200,44,"Ao so mi nam Julido JL30, chat lua khong xu ton dang form chuan mau da dang",250200,139000,4.3,6,15
0,0,"Ao khoac gio trang bac lot long cho nam nu,  chong nuoc hang cao cap, ao lot long giu nhiet mac sieu am cho mua dong - PDV55",400000,400000,5,9,22
0,0,Ao Thun Nam Trung Nien Tay Ngan Co Co Day Mem Sieu Mat Freesize Duoi 75kg Loai Nhieu Hoa Tiet,27000,27000,3.5,4,13
0,0,"Ao Polo Nam Trung Nien Co Tui ,thun phoi cao cap from chuan, thiet ke phong cach sang trong, xuat xin JD30",159000,159000,5,2,8
0,0,Ao Thun Unisex,67000,67000,0,0,
0,0,QUAN LOT NAM thun lanh 6042(FREEMAN) ,41250,41250,4.6,21,57
0,0,Ao thun dai tay Nomac Unisex AT0728 hinh gau/ Freesize/ Phu hop ca nam va nu.,63000,63000,4.6,44,80
0,0,Ao Thun Nam Dai Tay Unisex. Ao thu dong tron tay dai co tron basic vai Poly 2Da N04,149000,149000,2.3,3,8
0,0,Hop 5 Quan lot (Quan sip) boxer nam Dua,219000,219000,4.5,39,171
0,0,QUAN SHORT AU NAM - Den - 29,135000,135000,0,0,19
111200,44,"Ao khoac nam JJ07 , khoac du nam 3D 2 lop phoi non khong thao roi thoi trang han quoc tre trung cuon hut Julido mau THU38 chat lieu tham hut mo hoi day dan mac thoang mat",250200,139000,4.8,28,96
0,0, Quan Dui Au Nam Cao Cap-QD41,79000,79000,4,9,49
0,0,Quan Ni Nam Jogger (HE-DONG),50000,50000,3.7,25,92
0,0,"quan jogger, quan the thao nam, quan nam dai, quan nu dai, quan the thao nam nu deu mac duoc, quan thun nam nu, quan thun dai, quan phat sang ban dem, quan du nam nu",80000,80000,4.3,7,16
0,0,Quan Shorts  KAKI Nam lung thun co dan,59000,59000,4.2,5,21
0,0,Ao da nam dang dai co dai,415000,415000,4,2,8
0,0,"Quan jogger tui hop chat kaki min, dep, cuc ngau ",79000,79000,4.3,3,5
0,0,Set Bo 3 Lo Nam USA Mac Dep Thoai Mai Ngay He GDF5,98000,98000,3.6,29,57
0,0,Ao Sweater Nam Nu Form Rong - ni chui thuong khong non,76000,76000,4.5,8,20
39000,50,"Ao Khoac Ni, Ao Khoac Nam Coffee SW02",78000,39000,1.2,7,8
0,0,"Ao thun nam, ao phong co co bigsize tu 45kg den gan 90kg - NH Shop",39000,39000,0,0,10
0,0,AO THUN NAM DAI TAY CAO CAP CO GIAN TOT,149000,149000,4.5,16,37
0,0,Ao thun nam unisex  phong rong hoa tiet sieu hot (UX-2004),39000,39000,4.5,5,17
0,0,"Quan Short Dui Nam Mantinovn, Quan Ngo Nam Chat Dui Mac Quan Dui Nam Chat Thoang Mat Dang Tre Trung",156000,156000,3.4,7,17
0,0,"Combo 4 quan dui nam mac ngu King168, Chat dui chinh pham mac mat mau TOP2",0,250000,3.7,3,
0,0,{SIEU PHAM MUA DONG} AO KHOAC NAM/AO KHOAC PHAO NAM TRAN BONG 3 LOP SIEU AM AP MUA DONG CO SIZE 3XL THOI TRANG MOI KINGS,150000,150000,3.5,6,20
0,0,"Ao One Piece Zoro ATT-02, Ao thun Anime Manga One Piece Ronoa Zoro Unisex Nam Nu",45000,45000,4.5,10,27
0,0,"AO KHOAC DU BOMBER NAM NU,THIET KE HOA TIET TREN AO SIEU NGAU,CHAT LIEU VAI DU BEN BI VA THOANG MAT THOI TRANG KING STOR",89000,89000,4.5,2,2
0,0,Ao Khoac Da Bomber Nam,590000,590000,0,0,3
30000,8,Combo 3 Chiec Quan Lot Nam Boxer Cao Cap Aristino ABX 16 15,360000,330000,4.7,38,171
0,0,"Ao Thun Nam_ Nu  Phan Quang In hinh LUFFY NGHIENG , ao chat, di dem, di phuot bao ngau, nhin da mat",60000,60000,4.6,38,76
0,0,Ao thun nam unisex phong rong hoa tiet sieu hot (UX-05-42),49000,49000,4.7,15,31
0,0,Ao khoac bomber varsity jacket upset City Cycle - Ao khoac bong chay unisex form rong Local Brand,449000,449000,5,2,3
0,0,"Quan thun jogger logo in khong bong troc chat 2 da mem min, quan jogger hoat hinh, QUAN JOGGER QUAN THE THAO QUAN THOI TRANG NAM NU",95000,95000,5,2,5
31000,9,Combo 3 Chiec Quan Sip Dui Nam Thoi Trang Aristino ABX 16 03,330000,299000,4.6,17,80
0,0,"ao phao gile sieu am,giu nhiet cuc tot,FULL SIZE 45-85KG ",289000,289000,5,2,22
0,0,"Ao thun nam tay dai King168 , ao phong nam dai tay cao cap ATD17",0,100000,2.7,3,
69500,33,"Combo 3 Quan Lot Nam Chat Lieu Cotton Cao Cap, Quan Sip Nam Co Gian Thoang Mat, Tham Hut Mo Hoi Thuong Hieu BAW (Combo 3 quan mau ngau nhien) NT555",208500,139000,5,10,17
40000,31,QUAN SHORT KATE SPANDEX FEZZIO  100% COTTON CHINH HANG FZ-05 NEO,129000,89000,4.3,3,4
0,0,Ao Thun Nam Co Polo Phoi Mau Vien VTC,125000,125000,3.5,4,18
0,0,Ao thun nam unisex phong rong hoa tiet sieu hot,139000,139000,4.5,6,7
0,0,"SET BO THU DONG DAI 2021 , SIEU CHAT CHO CAC BAN TRE KEN BLOCK",135000,135000,4.5,2,2
61000,24,Ao thun the thao nam co be thun lanh co gian co size tren 80kg PigoFashion ATT01,250000,189000,5,11,42
0,0,"Do bo nam ba lo GINE EBMIN chat vai cao cap, Bo Ao Thun Cotton Sat Nach Dang Rong Phong Cach Hip-hop Cho Nam, Set Do Bo The Thao Unisex Nam Nu Vai Thun Lanh, DO BO NAM AO THUN BA LO QUAN DUI, NGUYEN BO DU SAC MAU, CHAT THUN LANH MAT, BO QUAN AO THE THAO 3 LO CHAT COTON MEM MIN MAC MAT, BO QUAN AO THE THAO SAT NACH NAM NU CHAT THUN LANH",95000,95000,4.1,10,33
0,0,Bo 5 Chiec Quan Dui Nam Mac Nha Phoi Soc,68000,68000,3.6,72,778
0,0,Quan short lung thun nam Novelty 1811710,149000,149000,5,2,8
180000,42,"Ao So Mi Nam Ngan Tay 5S (2 Mau), Hoa Tiet Nhi, Chat Lieu Bamboo Thoang Mat, Chong Nhan, Khang Khuan (SMC21013)",429000,249000,5,20,35
0,0,"Ao so mi nam trang dai tay cong so cao cap chat lua Hamino form slimfit om dang thoi trang Han Quoc mau trang den hang VNXK, ao so mi nam dai tay cong so Han quoc cao cap den trang",99000,99000,0,0,7
0,0,Ao Khoac Nam Cho Mua Lanh,218000,218000,5,2,2
