productid
145680551
152099598
67538621
152404003
125068679
154639830
31638135
152745435
136157116
144216536
7599073
151452819
110875961
152153852
16712370
150946784
117968331
152290801
76537581
151845673
115077748
151994117
52189164
152073906
146222852
151993579
67185999
147635657
142226741
153865441
48135814
153922439
105344835
153381168
98942159
151443807
114973684
152804599
22654030
150928127
16915984
153895764
99968881
97823540
134799550
110709485
53486555
132952026
133432677
154893617
11203758
153674511
105344835
154490612
104818341
152528979
115077748
155153852
82947350
151484548
136136442
151824425
111972654
154719543
110876853
154625907
100897026
153648059
117968331
151449180
37943815
153360956
110877640
152090139
103544384
153486606
110875961
153130822
90430953
153108476
133430804
154206323
52320136
152634033
109059868
151948735
48533834
153020031
143665664
153553606
123666398
82518320
147703740
77535907
74259828
56490089
110876560
153240099
73748479
153635711
16910398
152197797
74516012
146861181
112548947
154432879
42622994
154177732
141497295
153126350
110938120
152405718
74209205
152105503
138801727
150692519
56490062
153785072
32404446
153949070
95052893
150931219
138801621
94653766
107890267
153627934
116034100
154191677
67723876
152936712
112195606
154675454
76309847
150303534
31638205
151596284
109194816
153768549
72103007
114196469
143578799
131996904
73570874
140153779
99994626
152742312
112086654
154716408
134529805
151504285
125068679
150929418
125929670
153893132
134380574
151947620
87941257
153995180
66845263
153982612
104109417
153240327
98380938
153404225
107411611
151421984
111560211
154432319
50475516
152155294
82528842
154257892
72679591
154187319
97861165
153895718
76705063
154882440
68959295
150948055
4965821
152289673
72513159
151424113
97809476
154024007
111477677
52133729
109408146
84777124
109840857
127193751
74238547
151596217
62755202
155035010
104080625
152362427
127192519
154242995
80885842
152349481
108593536
146953064
141259191
144505935
84826006
153874609
72938011
154259809
74281156
152098732
115453581
148567228
30885248
154625387
108927681
152081218
32386665
151800257
106746036
153521812
98902335
150989997
74547453
43154580
78488663
151922857
47811534
153785108
75355767
153117637
109412109
153022309
106638057
67453594
74446438
50126508
108636816
96159834
104192913
152940666
14694252
152741924
146509635
154883145
108748057
152563330
106042987
153270397
123953463
152563984
105344835
152841132
20733222
142209657
68570730
152627303
68138251
150138850
110750806
155032905
116344726
155034074
81676055
149619888
141365958
155061548
141109930
144162512
72937563
152284002
50405083
151486784
76155914
154730043
106912696
154190695
86813448
151842925
72691958
152282473
21414664
105378850
101177245
2609325
49009139
90510203
22654009
151785418
83638546
152207920
121252846
152152823
109061751
151426505
72937565
116344726
106700106
154728604
84961756
152152756
149508839
153907100
108558418
150934566
76697357
150815364
112643914
153770068
115826049
154176478
76697345
150940138
90508808
153074166
107896589
154184869
111662979
150936095
113399250
149914772
56919853
152872537
143925306
133613148
137223121
154995834
93292925
155154000
68571414
102524057
43333663
134667885
54018254
56002837
15050831
151443378
30886833
155001792
74964087
153373099
53976683
154258248
126343239
151763921
83377872
154998794
70937555
151444712
4027231
152285019
78925174
152793137
93050507
153995206
59556296
153260428
54711023
150303687
103850371
152084353
145680551
151443438
104711601
152862887
45403944
153797748
82947907
153104997
119068396
152155775
120293055
20016488
83400858
151488185
110696030
152700004
73214429
67656086
14759435
72512336
68959324
81694400
110972342
154413482
73188669
151948091
114671372
152101435
104312787
153982544
115832681
145247636
73398707
147634487
93206501
153037564
105644329
152081519
105736236
153240074
124487570
152282516
124903612
154370625
54443879
34909799
142047384
151426272
107004598
150113889
141111076
153269490
82108647
153913322
130867530
154177762
115101947
153610877
56539993
153655770
121694420
152563858
97355967
154914516
106919314
108400889
86982736
78946581
67490772
146265015
131094138
152742484
78906543
151832534
67908439
153770229
57758774
153656133
103813906
153592565
103076103
151947037
5160411
153581076
99866147
153266122
78967786
145652335
73365866
153269636
109567299
154883562
73742258
152098352
85445610
153020622
134789707
154435900
73449581
152631911
89464375
153366350
77155459
151831734
106459587
153628047
74823296
153074553
130978239
21536939
76544147
152206980
85347052
68218796
111945636
75330538
71972924
73332663
114330661
114321800
81652119
153466515
115827703
151461754
81759401
150929418
57043691
151843373
107005003
150936095
99482156
153276765
42692841
152699376
62761914
154228494
32901964
152160720
39158901
151038147
62743223
153486456
49268988
5861611
76695413
151442543
136689310
147643382
120528210
153119216
73821729
153276376
2651537
153611250
125289318
151763911
68539994
106805048
108904378
72306981
68920924
82106673
99157925
101167256
67516317
106043939
69221067
73456416
83489010
105361476
67903869
130978832
56993008
46486493
81419421
132808762
98642412
95059460
68961823
72193155
50949393
98624092
94808483
50225516
100148987
67595415
104904605
85086740
126040231
71153341
36478780
72542893
142194147
86310871
34148419
89266198
126337428
107338833
74914899
53237266
79734221
152560718
42420668
105388044
105615487
108776561
108402192
56116870
76400607
108701320
103674549
120293101
122709161
58245954
111954310
74279633
66791799
108208338
116594949
109405991
111672847
34669916
135513893
71343822
54018563
110751243
130775481
101194733
73243929
143807459
138801815
43154580
76791942
109847419
125748435
136412429
141112675
70790578
102444158
78510529
84670398
76730286
58991593
72759992
81714764
141259058
2253175
78945026
58244931
105058617
48534422
82444508
29939062
134725073
119295772
96005709
84670568
14694949
107986209
107411668
103595883
71556299
117921773
108892479
49375048
104740815
117922370
127436897
134580006
78020771
99993966
8155370
81513561
82855033
112093770
58991828
87010975
58613402
69220794
86066270
81159816
91399317
72812371
144526512
74501425
16859022
51640002
94774557
21191213
14702607
76121291
67734872
82517596
67805177
104064765
128609191
115825463
90241047
73169076
136432419
115278487
82105543
33610954
108753699
127743502
110730140
95194432
125042664
112568694
122909182
119088028
107465630
117583764
72937557
130864956
143579302
87931302
109249941
72192946
113395472
76698774
76705541
115956062
67908493
14694657
96160421
134615733
109060069
114982437
72497132
63857410
134757884
113046772
109551709
81851196
126040369
109661800
118900531
82514169
21971799
71918836
101972557
106700331
152567417
72213944
89466346
127776330
86037406
116105914
135000520
98878632
71742560
120471383
72937559
96160334
11508235
93710850
76093557
113064586
76394597
37727398
108928039
77745744
25456448
48630116
67492096
144523087
67515790
111157236
107338781
136591783
100165777
72676926
89800154
62760379
117968331
21065997
93710743
80170574
74037420
126700253
91848059
82528875
126126603
108590630
121221396
68131922
105833043
147987021
72516617
77747504
71163474
101150132
62741407
94589749
17046183
70974522
47273538
116394591
81201916
78624483
111156827
78623673
114323320
71946469
73727785
83401310
111372439
111711467
58205483
86139537
77038068
99995337
100258145
84429549
13690239
83401348
109060741
48949831
85445120
103439683
12913809
42899542
70938045
134677376
101409664
54617080
113168412
126923426
74325739
73891548
38408582
58009274
89678081
82517616
137741947
97545980
22186536
72864032
67905472
122069743
117919594
76158665
14453866
136136563
74451769
46694203
14839018
53542171
22490714
53786517
54713517
109660693
37255804
106078615
53831261
72308488
47470611
115102095
83377760
110052240
98732906
67704195
10075781
119056035
109662028
21601483
121625995
114055993
73743229
21536324
58975994
109407591
81716206
81711975
36516931
59518446
57041568
81157169
47270550
72574534
67616960
104681929
59547946
147062926
87480507
120505891
126979879
108243534
76281408
70094155
100899778
143599914
111416797
106043140
58252002
83401596
6982965
112654554
94737049
52949255
115225251
6742693
125379493
41083401
145972718
120527988
110751273
102379795
7078819
107338858
106997567
71521550
77914518
117170151
143925509
68292008
122069476
48275273
53976587
62745390
78930143
37580438
117082837
84870444
10834102
127051768
130451381
13670345
116149147
73595878
112866304
116779832
77577102
67656255
83394186
50954292
114332729
88020724
114679971
81988406
72516112
73821923
50699592
117734983
66954328
115593847
81091345
96305902
72301525
94455981
147063117
35548457
140110513
127314072
125352154
108255491
90510795
82517940
76702054
57846119
76702465
108220152
76537503
73330264
81794016
32722425
87012003
125140932
81938091
14847948
84490103
133246210
76753249
76262173
23453099
108433135
104209062
108849574
74532752
72641169
90078906
76701228
117920710
117922344
94794850
114927908
72285001
68918584
103382821
68166142
21758576
130211041
75390008
47815627
72938708
58243911
147020789
67294572
34339705
138932437
52343026
121176395
76697031
47177630
111711103
75823256
79470965
85256178
114323294
58184729
130168052
98164863
72524903
20518005
100893461
52344373
110446181
19639360
126146318
76698545
52227663
117282475
72804972
81135465
91925445
107535511
100148406
99295278
115827824
99295178
19879802
48519508
34823464
117919459
109024143
14272839
101183933
104885565
43234256
19739465
104614201
90981427
127986290
68573034
134526180
82947580
76202082
114307325
58838015
42794193
76122566
125362187
100128858
95064066
104110965
20368574
95072150
36239714
78488562
75329276
94659387
87476667
88020888
52251398
73593829
102945981
96129626
58178887
54080498
72882147
56549222
81209144
111710962
91245826
90078846
37823050
54801175
127756780
83394154
76370129
15132079
76470108
38457390
16780202
109024348
104182435
131417965
109062880
29616695
103596425
109059868
105725699
101179567
54048215
75329760
103551038
125379590
119319846
136187925
100168366
124488105
52339542
74330674
81718967
110751056
73170721
107411950
21242706
107411691
87011090
115227312
127748792
141332149
49308644
22492292
122909181
81714952
98165465
84736417
22759457
57687966
102512327
74959458
111976764
106082914
112195536
108418285
73260723
134790633
140110551
117659426
101171620
68958831
75390033
93050645
80978495
81694629
78968320
113064334
104064999
76441036
108892322
127387102
103817907
119081855
107559693
100149073
97057130
17898669
101173022
119063763
58067225
83607365
50723696
106700067
71520984
90885731
111664195
71524737
141982305
137959997
67526051
108568186
85305836
104208023
81204602
12705460
111670297
107570863
145660634
55662229
82265116
122069534
92506827
52311011
147411683
100148357
84999221
87011578
115095371
58362412
71641635
67716822
55473422
119067995
76040598
45185210
83400905
99678133
78498660
81167366
89426726
96128720
132234215
63037905
96661522
85256025
98078737
118219994
36628595
77747402
134677344
20868566
73485306
73648695
101173072
108347179
54045843
129505521
72747384
94615230
102799649
76596349
84558587
106331935
113413609
47122023
104160234
104179148
138413216
54711080
129271185
83519454
87967105
124944273
73530713
107363328
131367581
142050670
103989420
110181593
55594439
123580690
53969647
72097267
74257236
74501620
106078569
78501742
109545851
56105871
51138553
89447803
74369622
118498480
103596160
83767920
93710425
80060323
111668153
16591357
74811114
123137404
129391496
103400667
95071979
125745341
219100
21785357
68247912
75828544
76705473
112064344
127755308
81824653
113350706
102753530
11022958
76552678
138412637
74913681
120185230
141469619
112717489
108933172
83401621
111653217
111681558
135057302
28634261
62327643
72007424
144803739
78945617
9354828
95065621
41344437
56814648
60157444
107057296
81938009
72305878
52576319
42897979
108557914
119112682
78501924
98985841
70564911
71561276
85444393
104181318
135232410
126345611
63931679
82518377
107962045
86276788
52949261
74793598
94104376
136403388
103596531
81774631
110750846
11345710
73803276
110173063
76779949
116758049
99944615
66604358
